Year,State,Month,Heating_deg_days,Cooling_deg_days
1996,WY,8,68,80
1997,WY,8,83,64
1998,WY,8,59,90
1999,WY,8,65,88
2000,WY,8,37,140
2001,WY,8,35,134
2002,WY,8,101,54
2003,WY,8,32,150
2004,WY,8,139,32
2005,WY,8,99,55
2006,WY,8,72,84
2007,WY,8,46,119
2008,WY,8,73,75
2009,WY,8,119,41
2010,WY,8,78,83
2011,WY,8,47,124
2012,WY,8,43,113
2013,WY,8,42,120
2014,WY,8,105,57
2015,WY,8,73,78
2016,WY,8,88,62
2017,WY,8,88,58
2018,WY,8,87,58
1989,DC,8,1,266
1990,DC,8,1,257
1991,DC,8,0,349
1992,DC,8,6,188
1993,DC,8,0,330
1994,DC,8,4,216
1995,DC,8,0,365
1996,DC,8,0,245
1997,DC,8,1,252
1998,DC,8,0,324
1999,DC,8,0,321
2000,DC,8,1,244
2001,DC,8,0,356
2002,DC,8,0,391
2003,DC,8,0,356
2004,DC,8,1,277
2005,DC,8,0,379
2006,DC,8,0,382
2007,DC,8,0,359
2008,DC,8,1,248
2009,DC,8,0,357
2010,DC,8,0,360
2011,DC,8,0,320
2012,DC,8,0,346
2013,DC,8,1,237
2014,DC,8,4,219
2015,DC,8,0,292
2016,DC,8,0,409
2017,DC,8,1,248
2018,DC,8,0,378
1989,AL,9,10,228
1990,AL,9,1,324
1991,AL,9,4,272
1992,AL,9,8,243
1993,AL,9,8,256
1994,AL,9,14,210
1995,AL,9,9,248
1996,AL,9,14,209
1997,AL,9,5,282
1998,AL,9,0,362
1999,AL,9,6,248
2000,AL,9,6,259
2001,AL,9,13,206
2002,AL,9,0,356
2003,AL,9,9,238
2004,AL,9,7,256
2005,AL,9,1,346
2006,AL,9,11,225
2007,AL,9,1,324
2008,AL,9,4,278
2009,AL,9,4,288
2010,AL,9,1,337
2011,AL,9,14,208
2012,AL,9,10,233
2013,AL,9,4,288
2014,AL,9,1,325
2015,AL,9,5,272
2016,AL,9,0,395
2017,AL,9,10,241
2018,AL,9,0,420
1989,AZ,9,3,460
1990,AZ,9,3,435
1991,AZ,9,4,419
1992,AZ,9,3,463
1993,AZ,9,4,412
1994,AZ,9,3,472
1995,AZ,9,2,510
1996,AZ,9,6,366
1997,AZ,9,2,523
1998,AZ,9,3,477
1999,AZ,9,4,460
2000,AZ,9,2,514
2001,AZ,9,1,532
2002,AZ,9,3,485
2003,AZ,9,2,504
2004,AZ,9,5,432
2005,AZ,9,3,470
2006,AZ,9,8,374
2007,AZ,9,2,481
2008,AZ,9,3,479
2009,AZ,9,3,491
2010,AZ,9,1,526
2011,AZ,9,2,515
2012,AZ,9,3,465
2013,AZ,9,4,440
2014,AZ,9,2,469
2015,AZ,9,1,494
2016,AZ,9,4,409
2017,AZ,9,3,430
2018,AZ,9,1,550
1989,AR,9,42,152
1990,AR,9,5,310
1991,AR,9,23,205
1992,AR,9,30,183
1993,AR,9,31,184
1994,AR,9,32,175
1995,AR,9,36,169
1996,AR,9,34,172
1997,AR,9,14,250
1998,AR,9,1,382
1999,AR,9,20,218
2000,AR,9,11,267
2001,AR,9,26,192
2002,AR,9,6,301
2003,AR,9,34,175
2004,AR,9,15,243
2005,AR,9,2,354
2006,AR,9,38,163
2007,AR,9,10,273
2008,AR,9,26,196
2009,AR,9,27,199
2010,AR,9,10,286
2011,AR,9,34,174
2012,AR,9,12,259
2013,AR,9,6,307
2014,AR,9,17,233
2015,AR,9,7,293
2016,AR,9,5,316
2017,AR,9,13,251
2018,AR,9,7,294
1989,CA,9,35,118
1990,CA,9,21,146
1991,CA,9,12,176
1992,CA,9,17,172
1993,CA,9,24,137
1994,CA,9,22,144
1995,CA,9,15,176
1996,CA,9,33,123
1997,CA,9,11,214
1998,CA,9,26,123
1999,CA,9,23,137
2000,CA,9,25,139
2001,CA,9,18,160
2002,CA,9,15,172
2003,CA,9,9,206
2004,CA,9,20,158
2005,CA,9,51,90
2006,CA,9,24,142
2007,CA,9,41,106
2008,CA,9,12,191
2009,CA,9,5,228
2010,CA,9,20,154
2011,CA,9,12,180
2012,CA,9,7,232
2013,CA,9,21,161
2014,CA,9,7,225
2015,CA,9,7,237
2016,CA,9,21,145
2017,CA,9,16,161
2018,CA,9,18,173
1989,CO,9,239,9
1990,CO,9,141,35
1991,CO,9,227,12
1992,CO,9,195,18
1993,CO,9,301,2
1994,CO,9,179,21
1995,CO,9,235,10
1996,CO,9,272,7
1997,CO,9,168,26
1998,CO,9,111,51
1999,CO,9,298,3
2000,CO,9,192,21
2001,CO,9,161,26
2002,CO,9,201,17
2003,CO,9,266,7
2004,CO,9,215,15
2005,CO,9,158,32
2006,CO,9,337,1
2007,CO,9,173,25
2008,CO,9,244,10
2009,CO,9,230,10
2010,CO,9,145,36
2011,CO,9,208,15
2012,CO,9,174,22
2013,CO,9,148,35
2014,CO,9,177,22
2015,CO,9,112,53
2016,CO,9,170,27
2017,CO,9,187,20
2018,CO,9,130,39
1989,CT,9,95,33
1990,CT,9,116,23
1991,CT,9,127,19
1992,CT,9,121,21
1993,CT,9,106,28
1994,CT,9,114,23
1995,CT,9,132,19
1996,CT,9,96,33
1997,CT,9,109,26
1998,CT,9,63,58
1999,CT,9,59,61
2000,CT,9,119,22
2001,CT,9,92,35
2002,CT,9,56,64
2003,CT,9,77,45
2004,CT,9,70,52
2005,CT,9,39,87
2006,CT,9,120,21
2007,CT,9,59,61
2008,CT,9,79,44
2009,CT,9,122,20
2010,CT,9,45,78
2011,CT,9,35,91
2012,CT,9,78,46
2013,CT,9,114,23
2014,CT,9,72,50
2015,CT,9,21,120
2016,CT,9,36,90
2017,CT,9,38,87
2018,CT,9,39,87
1989,DE,9,24,120
1990,DE,9,50,78
1991,DE,9,39,91
1992,DE,9,37,95
1993,DE,9,26,114
1994,DE,9,50,76
1995,DE,9,27,112
1996,DE,9,26,113
1997,DE,9,43,87
1998,DE,9,8,186
1999,DE,9,22,122
2000,DE,9,53,74
2001,DE,9,45,83
2002,DE,9,12,159
2003,DE,9,17,137
2004,DE,9,15,143
2005,DE,9,5,216
2006,DE,9,46,81
2007,DE,9,12,162
2008,DE,9,15,147
2009,DE,9,39,90
2010,DE,9,7,193
2011,DE,9,11,168
2012,DE,9,23,120
2013,DE,9,42,86
2014,DE,9,20,132
2015,DE,9,5,215
2016,DE,9,4,213
2017,DE,9,13,151
2018,DE,9,3,235
1989,FL,9,0,476
1990,FL,9,0,473
1991,FL,9,0,463
1992,FL,9,0,459
1993,FL,9,0,467
1994,FL,9,0,421
1995,FL,9,0,477
1996,FL,9,0,456
1997,FL,9,0,456
1998,FL,9,0,479
1999,FL,9,0,447
2000,FL,9,0,467
2001,FL,9,0,409
2002,FL,9,0,500
2003,FL,9,0,450
2004,FL,9,0,470
2005,FL,9,0,486
2006,FL,9,0,458
2007,FL,9,0,480
2008,FL,9,0,466
2009,FL,9,0,486
2010,FL,9,0,495
2011,FL,9,0,475
2012,FL,9,0,456
2013,FL,9,0,464
2014,FL,9,0,460
2015,FL,9,0,479
2016,FL,9,0,500
2017,FL,9,0,495
2018,FL,9,0,532
1989,GA,9,11,196
1990,GA,9,5,258
1991,GA,9,7,226
1992,GA,9,8,219
1993,GA,9,4,265
1994,GA,9,15,178
1995,GA,9,13,191
1996,GA,9,13,195
1997,GA,9,7,236
1998,GA,9,0,298
1999,GA,9,9,206
2000,GA,9,13,186
2001,GA,9,17,173
2002,GA,9,0,303
2003,GA,9,11,199
2004,GA,9,11,208
2005,GA,9,0,308
2006,GA,9,14,194
2007,GA,9,0,286
2008,GA,9,6,241
2009,GA,9,8,230
2010,GA,9,0,298
2011,GA,9,11,207
2012,GA,9,8,221
2013,GA,9,8,230
2014,GA,9,4,268
2015,GA,9,9,218
2016,GA,9,0,340
2017,GA,9,12,210
2018,GA,9,0,392
1989,ID,9,211,32
1990,ID,9,97,99
1991,ID,9,183,47
1992,ID,9,245,25
1993,ID,9,237,26
1994,ID,9,146,60
1995,ID,9,185,44
1996,ID,9,287,14
1997,ID,9,171,52
1998,ID,9,115,82
1999,ID,9,246,23
2000,ID,9,249,22
2001,ID,9,138,65
2002,ID,9,205,36
2003,ID,9,189,44
2004,ID,9,250,22
2005,ID,9,249,21
2006,ID,9,222,29
2007,ID,9,219,31
2008,ID,9,217,31
2009,ID,9,124,77
2010,ID,9,200,37
2011,ID,9,133,73
2012,ID,9,158,55
2013,ID,9,174,46
2014,ID,9,169,51
2015,ID,9,185,44
2016,ID,9,233,25
2017,ID,9,205,36
2018,ID,9,202,35
1989,IL,9,130,39
1990,IL,9,59,99
1991,IL,9,87,70
1992,IL,9,118,46
1993,IL,9,179,23
1994,IL,9,75,77
1995,IL,9,126,41
1996,IL,9,103,55
1997,IL,9,82,75
1998,IL,9,29,150
1999,IL,9,102,58
2000,IL,9,75,80
2001,IL,9,115,49
2002,IL,9,41,126
2003,IL,9,102,56
2004,IL,9,51,107
2005,IL,9,23,164
2006,IL,9,119,44
2007,IL,9,40,129
2008,IL,9,64,92
2009,IL,9,82,73
2010,IL,9,72,85
2011,IL,9,128,40
2012,IL,9,98,58
2013,IL,9,56,105
2014,IL,9,101,57
2015,IL,9,27,153
2016,IL,9,24,160
2017,IL,9,42,122
2018,IL,9,36,137
1989,IN,9,118,51
1990,IN,9,68,95
1991,IN,9,82,82
1992,IN,9,107,58
1993,IN,9,152,34
1994,IN,9,93,68
1995,IN,9,115,52
1996,IN,9,101,61
1997,IN,9,89,73
1998,IN,9,29,157
1999,IN,9,76,86
2000,IN,9,94,68
2001,IN,9,109,57
2002,IN,9,34,148
2003,IN,9,111,54
2004,IN,9,53,113
2005,IN,9,32,149
2006,IN,9,126,44
2007,IN,9,36,145
2008,IN,9,50,118
2009,IN,9,78,84
2010,IN,9,55,112
2011,IN,9,108,57
2012,IN,9,100,63
2013,IN,9,59,106
2014,IN,9,102,62
2015,IN,9,35,142
2016,IN,9,26,165
2017,IN,9,53,112
2018,IN,9,28,161
1989,IA,9,168,31
1990,IA,9,71,103
1991,IA,9,130,53
1992,IA,9,162,34
1993,IA,9,239,14
1994,IA,9,97,76
1995,IA,9,171,30
1996,IA,9,157,35
1997,IA,9,99,75
1998,IA,9,46,139
1999,IA,9,148,39
2000,IA,9,90,84
2001,IA,9,152,38
2002,IA,9,79,94
2003,IA,9,151,38
2004,IA,9,67,106
2005,IA,9,51,129
2006,IA,9,174,29
2007,IA,9,87,86
2008,IA,9,106,68
2009,IA,9,111,63
2010,IA,9,114,63
2011,IA,9,171,30
2012,IA,9,135,46
2013,IA,9,58,117
2014,IA,9,136,46
2015,IA,9,40,146
2016,IA,9,53,128
2017,IA,9,62,113
2018,IA,9,72,102
1989,KS,9,110,90
1990,KS,9,22,243
1991,KS,9,50,163
1992,KS,9,58,152
1993,KS,9,113,89
1994,KS,9,60,147
1995,KS,9,79,123
1996,KS,9,93,107
1997,KS,9,36,192
1998,KS,9,12,315
1999,KS,9,87,113
2000,KS,9,24,235
2001,KS,9,62,147
2002,KS,9,25,226
2003,KS,9,99,102
2004,KS,9,30,210
2005,KS,9,21,247
2006,KS,9,96,104
2007,KS,9,31,210
2008,KS,9,75,126
2009,KS,9,89,111
2010,KS,9,33,209
2011,KS,9,78,125
2012,KS,9,54,161
2013,KS,9,23,238
2014,KS,9,54,159
2015,KS,9,14,287
2016,KS,9,26,224
2017,KS,9,28,215
2018,KS,9,34,198
1989,KY,9,59,113
1990,KY,9,36,152
1991,KY,9,38,147
1992,KY,9,59,113
1993,KY,9,64,107
1994,KY,9,77,91
1995,KY,9,63,108
1996,KY,9,67,103
1997,KY,9,55,120
1998,KY,9,11,252
1999,KY,9,43,138
2000,KY,9,57,117
2001,KY,9,67,103
2002,KY,9,16,217
2003,KY,9,70,100
2004,KY,9,37,148
2005,KY,9,18,208
2006,KY,9,89,80
2007,KY,9,15,223
2008,KY,9,19,201
2009,KY,9,35,153
2010,KY,9,27,175
2011,KY,9,60,112
2012,KY,9,54,121
2013,KY,9,33,157
2014,KY,9,44,135
2015,KY,9,24,182
2016,KY,9,14,230
2017,KY,9,44,137
2018,KY,9,10,251
1989,LA,9,1,318
1990,LA,9,0,414
1991,LA,9,0,341
1992,LA,9,0,357
1993,LA,9,0,400
1994,LA,9,0,330
1995,LA,9,0,388
1996,LA,9,1,342
1997,LA,9,0,414
1998,LA,9,0,468
1999,LA,9,0,337
2000,LA,9,0,388
2001,LA,9,1,334
2002,LA,9,0,418
2003,LA,9,0,348
2004,LA,9,0,401
2005,LA,9,0,496
2006,LA,9,0,349
2007,LA,9,0,422
2008,LA,9,1,331
2009,LA,9,0,393
2010,LA,9,0,449
2011,LA,9,0,338
2012,LA,9,0,385
2013,LA,9,0,451
2014,LA,9,0,409
2015,LA,9,0,408
2016,LA,9,0,468
2017,LA,9,0,375
2018,LA,9,0,469
1989,ME,9,231,0
1990,ME,9,246,0
1991,ME,9,282,0
1992,ME,9,237,0
1993,ME,9,240,0
1994,ME,9,262,0
1995,ME,9,315,0
1996,ME,9,224,2
1997,ME,9,254,0
1998,ME,9,196,6
1999,ME,9,93,36
2000,ME,9,261,0
2001,ME,9,178,8
2002,ME,9,139,16
2003,ME,9,163,11
2004,ME,9,212,5
2005,ME,9,142,16
2006,ME,9,213,5
2007,ME,9,182,8
2008,ME,9,215,2
2009,ME,9,254,0
2010,ME,9,152,13
2011,ME,9,145,15
2012,ME,9,226,0
2013,ME,9,206,5
2014,ME,9,208,5
2015,ME,9,88,39
2016,ME,9,137,17
2017,ME,9,96,36
2018,ME,9,163,11
1989,MD,9,34,115
1990,MD,9,52,84
1991,MD,9,40,104
1992,MD,9,49,88
1993,MD,9,33,116
1994,MD,9,55,81
1995,MD,9,39,105
1996,MD,9,38,106
1997,MD,9,48,90
1998,MD,9,7,216
1999,MD,9,34,109
2000,MD,9,56,78
2001,MD,9,54,80
2002,MD,9,18,152
2003,MD,9,32,117
2004,MD,9,21,140
2005,MD,9,7,203
2006,MD,9,62,72
2007,MD,9,15,166
2008,MD,9,21,144
2009,MD,9,44,95
2010,MD,9,13,176
2011,MD,9,21,142
2012,MD,9,29,124
2013,MD,9,50,89
2014,MD,9,29,126
2015,MD,9,9,196
2016,MD,9,6,211
2017,MD,9,27,127
2018,MD,9,6,228
1989,MA,9,114,21
1990,MA,9,136,15
1991,MA,9,159,9
1992,MA,9,139,14
1993,MA,9,123,19
1994,MA,9,151,11
1995,MA,9,165,9
1996,MA,9,119,19
1997,MA,9,126,18
1998,MA,9,81,39
1999,MA,9,60,58
2000,MA,9,137,15
2001,MA,9,99,30
2002,MA,9,57,60
2003,MA,9,88,36
2004,MA,9,94,31
2005,MA,9,52,65
2006,MA,9,136,14
2007,MA,9,77,42
2008,MA,9,95,31
2009,MA,9,149,12
2010,MA,9,54,64
2011,MA,9,53,64
2012,MA,9,102,27
2013,MA,9,122,19
2014,MA,9,92,33
2015,MA,9,35,88
2016,MA,9,55,63
2017,MA,9,48,69
2018,MA,9,47,70
1989,MI,9,182,15
1990,MI,9,141,28
1991,MI,9,184,15
1992,MI,9,183,16
1993,MI,9,260,5
1994,MI,9,116,39
1995,MI,9,199,13
1996,MI,9,137,28
1997,MI,9,158,21
1998,MI,9,71,76
1999,MI,9,118,40
2000,MI,9,158,21
2001,MI,9,178,16
2002,MI,9,61,86
2003,MI,9,143,25
